LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2011,Španija,ženske,55-64,Primarna(0-2),28.1
2011,Španija,ženske,55-64,Sekundarna(3-4),44.7
2011,Španija,ženske,55-64,Terciarna(5-8),62.1
2012,Španija,ženske,55-64,Primarna(0-2),27
2012,Španija,ženske,55-64,Sekundarna(3-4),47.3
2012,Španija,ženske,55-64,Terciarna(5-8),63.5
2013,Španija,ženske,55-64,Primarna(0-2),26.3
2013,Španija,ženske,55-64,Sekundarna(3-4),46.9
2013,Španija,ženske,55-64,Terciarna(5-8),63.9
2014,Španija,ženske,55-64,Primarna(0-2),27.6
2014,Španija,ženske,55-64,Sekundarna(3-4),48.5
2014,Španija,ženske,55-64,Terciarna(5-8),64.4
2015,Španija,ženske,55-64,Primarna(0-2),29.6
2015,Španija,ženske,55-64,Sekundarna(3-4),49.4
2015,Španija,ženske,55-64,Terciarna(5-8),64.5
2016,Španija,ženske,55-64,Primarna(0-2),31.8
2016,Španija,ženske,55-64,Sekundarna(3-4),50.7
2016,Španija,ženske,55-64,Terciarna(5-8),65.5
2017,Španija,ženske,55-64,Primarna(0-2),32
2017,Španija,ženske,55-64,Sekundarna(3-4),51.3
2017,Španija,ženske,55-64,Terciarna(5-8),65.1
2018,Španija,ženske,55-64,Primarna(0-2),33.5
2018,Španija,ženske,55-64,Sekundarna(3-4),51
2018,Španija,ženske,55-64,Terciarna(5-8),65.6
2019,Španija,ženske,55-64,Primarna(0-2),35.4
2019,Španija,ženske,55-64,Sekundarna(3-4),50.4
2019,Španija,ženske,55-64,Terciarna(5-8),67.9
2011,Francija,ženske,55-64,Primarna(0-2),32.8
2011,Francija,ženske,55-64,Sekundarna(3-4),40.8
2011,Francija,ženske,55-64,Terciarna(5-8),50.7
2012,Francija,ženske,55-64,Primarna(0-2),34.8
2012,Francija,ženske,55-64,Sekundarna(3-4),43.4
2012,Francija,ženske,55-64,Terciarna(5-8),54.3
2013,Francija,ženske,55-64,Primarna(0-2),35.3
2013,Francija,ženske,55-64,Sekundarna(3-4),45.1
2013,Francija,ženske,55-64,Terciarna(5-8),55.4
2013,Francija,ženske,55-64,Brez odgovora,67.9
2014,Francija,ženske,55-64,Primarna(0-2),36.6
2014,Francija,ženske,55-64,Sekundarna(3-4),46.9
2014,Francija,ženske,55-64,Terciarna(5-8),58.6
2014,Francija,ženske,55-64,Brez odgovora,49
2015,Francija,ženske,55-64,Primarna(0-2),37
2015,Francija,ženske,55-64,Sekundarna(3-4),49.1
2015,Francija,ženske,55-64,Terciarna(5-8),60
2015,Francija,ženske,55-64,Brez odgovora,59.8
2016,Francija,ženske,55-64,Primarna(0-2),37.6
2016,Francija,ženske,55-64,Sekundarna(3-4),52
2016,Francija,ženske,55-64,Terciarna(5-8),59.8
2016,Francija,ženske,55-64,Brez odgovora,46.8
2017,Francija,ženske,55-64,Primarna(0-2),38.8
2017,Francija,ženske,55-64,Sekundarna(3-4),52.9
2017,Francija,ženske,55-64,Terciarna(5-8),62.5
2017,Francija,ženske,55-64,Brez odgovora,40.1
2018,Francija,ženske,55-64,Primarna(0-2),38.4
2018,Francija,ženske,55-64,Sekundarna(3-4),53.2
2018,Francija,ženske,55-64,Terciarna(5-8),62.7
2018,Francija,ženske,55-64,Brez odgovora,66.6
2019,Francija,ženske,55-64,Primarna(0-2),38.3
2019,Francija,ženske,55-64,Sekundarna(3-4),52.8
2019,Francija,ženske,55-64,Terciarna(5-8),64
2011,Hrvaška,ženske,55-64,Primarna(0-2),21.5
2011,Hrvaška,ženske,55-64,Sekundarna(3-4),23.5
2011,Hrvaška,ženske,55-64,Terciarna(5-8),55.6
2012,Hrvaška,ženske,55-64,Primarna(0-2),21
2012,Hrvaška,ženske,55-64,Sekundarna(3-4),22.4
2012,Hrvaška,ženske,55-64,Terciarna(5-8),58.4
2013,Hrvaška,ženske,55-64,Primarna(0-2),21.1
2013,Hrvaška,ženske,55-64,Sekundarna(3-4),26.9
2013,Hrvaška,ženske,55-64,Terciarna(5-8),62.8
2014,Hrvaška,ženske,55-64,Primarna(0-2),16.4
2014,Hrvaška,ženske,55-64,Sekundarna(3-4),25.6
2014,Hrvaška,ženske,55-64,Terciarna(5-8),60.2
2015,Hrvaška,ženske,55-64,Primarna(0-2),18.2
2015,Hrvaška,ženske,55-64,Sekundarna(3-4),30.7
2015,Hrvaška,ženske,55-64,Terciarna(5-8),60.3
2016,Hrvaška,ženske,55-64,Primarna(0-2),17.7
2016,Hrvaška,ženske,55-64,Sekundarna(3-4),30.7
2016,Hrvaška,ženske,55-64,Terciarna(5-8),65.7
2017,Hrvaška,ženske,55-64,Primarna(0-2),15
2017,Hrvaška,ženske,55-64,Sekundarna(3-4),32.8
2017,Hrvaška,ženske,55-64,Terciarna(5-8),64.4
2018,Hrvaška,ženske,55-64,Primarna(0-2),17.2
2018,Hrvaška,ženske,55-64,Sekundarna(3-4),34.2
2018,Hrvaška,ženske,55-64,Terciarna(5-8),68.2
2019,Hrvaška,ženske,55-64,Primarna(0-2),18.7
2019,Hrvaška,ženske,55-64,Sekundarna(3-4),36.4
2019,Hrvaška,ženske,55-64,Terciarna(5-8),65.7
2011,Italija,ženske,55-64,Primarna(0-2),16.3
2011,Italija,ženske,55-64,Sekundarna(3-4),42.6
2011,Italija,ženske,55-64,Terciarna(5-8),60.9
2012,Italija,ženske,55-64,Primarna(0-2),18.5
2012,Italija,ženske,55-64,Sekundarna(3-4),44
2012,Italija,ženske,55-64,Terciarna(5-8),63.5
2013,Italija,ženske,55-64,Primarna(0-2),20
2013,Italija,ženske,55-64,Sekundarna(3-4),46
2013,Italija,ženske,55-64,Terciarna(5-8),66.2
2014,Italija,ženske,55-64,Primarna(0-2),22
2014,Italija,ženske,55-64,Sekundarna(3-4),49.8
2014,Italija,ženske,55-64,Terciarna(5-8),69.5
2015,Italija,ženske,55-64,Primarna(0-2),22.2
2015,Italija,ženske,55-64,Sekundarna(3-4),51.2
2015,Italija,ženske,55-64,Terciarna(5-8),71.7
2016,Italija,ženske,55-64,Primarna(0-2),24
2016,Italija,ženske,55-64,Sekundarna(3-4),51.1
2016,Italija,ženske,55-64,Terciarna(5-8),74.8
2017,Italija,ženske,55-64,Primarna(0-2),25.5
2017,Italija,ženske,55-64,Sekundarna(3-4),53.7
2017,Italija,ženske,55-64,Terciarna(5-8),76.9
2018,Italija,ženske,55-64,Primarna(0-2),27
2018,Italija,ženske,55-64,Sekundarna(3-4),54.4
2018,Italija,ženske,55-64,Terciarna(5-8),78.3
2019,Italija,ženske,55-64,Primarna(0-2),27.7
2019,Italija,ženske,55-64,Sekundarna(3-4),55.1
2019,Italija,ženske,55-64,Terciarna(5-8),78.6
2011,Ciper,ženske,55-64,Primarna(0-2),35
2011,Ciper,ženske,55-64,Sekundarna(3-4),42.3
2011,Ciper,ženske,55-64,Terciarna(5-8),54.1
2012,Ciper,ženske,55-64,Primarna(0-2),28.9
2012,Ciper,ženske,55-64,Sekundarna(3-4),44.3
2012,Ciper,ženske,55-64,Terciarna(5-8),51.4
2013,Ciper,ženske,55-64,Primarna(0-2),32.4
2013,Ciper,ženske,55-64,Sekundarna(3-4),39.9
2013,Ciper,ženske,55-64,Terciarna(5-8),48.2
2014,Ciper,ženske,55-64,Primarna(0-2),29
2014,Ciper,ženske,55-64,Sekundarna(3-4),41.1
2014,Ciper,ženske,55-64,Terciarna(5-8),46.9
2015,Ciper,ženske,55-64,Primarna(0-2),30.5
2015,Ciper,ženske,55-64,Sekundarna(3-4),43.8
2015,Ciper,ženske,55-64,Terciarna(5-8),50.5
2016,Ciper,ženske,55-64,Primarna(0-2),36.5
2016,Ciper,ženske,55-64,Sekundarna(3-4),44.5
2016,Ciper,ženske,55-64,Terciarna(5-8),53.6
2017,Ciper,ženske,55-64,Primarna(0-2),34.6
2017,Ciper,ženske,55-64,Sekundarna(3-4),48.2
2017,Ciper,ženske,55-64,Terciarna(5-8),59.9
2018,Ciper,ženske,55-64,Primarna(0-2),37
2018,Ciper,ženske,55-64,Sekundarna(3-4),58.5
2018,Ciper,ženske,55-64,Terciarna(5-8),60.7
2019,Ciper,ženske,55-64,Primarna(0-2),39.6
2019,Ciper,ženske,55-64,Sekundarna(3-4),50.1
2019,Ciper,ženske,55-64,Terciarna(5-8),65.1
2011,Latvija,ženske,55-64,Primarna(0-2),30.2
2011,Latvija,ženske,55-64,Sekundarna(3-4),46
2011,Latvija,ženske,55-64,Terciarna(5-8),70.7
2012,Latvija,ženske,55-64,Primarna(0-2),33.1
2012,Latvija,ženske,55-64,Sekundarna(3-4),48.2
2012,Latvija,ženske,55-64,Terciarna(5-8),72.2
2013,Latvija,ženske,55-64,Primarna(0-2),31.6
2013,Latvija,ženske,55-64,Sekundarna(3-4),49.9
2013,Latvija,ženske,55-64,Terciarna(5-8),72.8
2014,Latvija,ženske,55-64,Primarna(0-2),25.5
2014,Latvija,ženske,55-64,Sekundarna(3-4),52.5
2014,Latvija,ženske,55-64,Terciarna(5-8),75.6
2015,Latvija,ženske,55-64,Primarna(0-2),28.1
2015,Latvija,ženske,55-64,Sekundarna(3-4),54.6
2015,Latvija,ženske,55-64,Terciarna(5-8),77.3
2016,Latvija,ženske,55-64,Primarna(0-2),39.8
2016,Latvija,ženske,55-64,Sekundarna(3-4),56.6
2016,Latvija,ženske,55-64,Terciarna(5-8),75.4
2017,Latvija,ženske,55-64,Primarna(0-2),39.6
2017,Latvija,ženske,55-64,Sekundarna(3-4),56.5
2017,Latvija,ženske,55-64,Terciarna(5-8),78
2018,Latvija,ženske,55-64,Primarna(0-2),37
2018,Latvija,ženske,55-64,Sekundarna(3-4),59.3
2018,Latvija,ženske,55-64,Terciarna(5-8),80.9
2019,Latvija,ženske,55-64,Primarna(0-2),32.9
2019,Latvija,ženske,55-64,Sekundarna(3-4),61.2
2019,Latvija,ženske,55-64,Terciarna(5-8),83.3
2011,Litva,ženske,55-64,Sekundarna(3-4),41.5
2011,Litva,ženske,55-64,Terciarna(5-8),74.6
2012,Litva,ženske,55-64,Sekundarna(3-4),42.4
2012,Litva,ženske,55-64,Terciarna(5-8),72.7
2013,Litva,ženske,55-64,Sekundarna(3-4),44.6
2013,Litva,ženske,55-64,Terciarna(5-8),74.3
2014,Litva,ženske,55-64,Primarna(0-2),15.8
2014,Litva,ženske,55-64,Sekundarna(3-4),46.8
2014,Litva,ženske,55-64,Terciarna(5-8),76.3
2015,Litva,ženske,55-64,Primarna(0-2),19.9
2015,Litva,ženske,55-64,Sekundarna(3-4),51.5
2015,Litva,ženske,55-64,Terciarna(5-8),77.4
2016,Litva,ženske,55-64,Primarna(0-2),19.6
2016,Litva,ženske,55-64,Sekundarna(3-4),54.6
2016,Litva,ženske,55-64,Terciarna(5-8),80.3
2017,Litva,ženske,55-64,Primarna(0-2),25.1
2017,Litva,ženske,55-64,Sekundarna(3-4),57.5
2017,Litva,ženske,55-64,Terciarna(5-8),81.7
2018,Litva,ženske,55-64,Primarna(0-2),34.3
2018,Litva,ženske,55-64,Sekundarna(3-4),59.4
2018,Litva,ženske,55-64,Terciarna(5-8),82.3
2019,Litva,ženske,55-64,Primarna(0-2),38.6
2019,Litva,ženske,55-64,Sekundarna(3-4),59.7
2019,Litva,ženske,55-64,Terciarna(5-8),83.1
2011,Luksemburg,ženske,55-64,Primarna(0-2),20.7
2011,Luksemburg,ženske,55-64,Sekundarna(3-4),29.7
2011,Luksemburg,ženske,55-64,Terciarna(5-8),52.9
2012,Luksemburg,ženske,55-64,Primarna(0-2),26.1
2012,Luksemburg,ženske,55-64,Sekundarna(3-4),30.9
2012,Luksemburg,ženske,55-64,Terciarna(5-8),56.4
2013,Luksemburg,ženske,55-64,Primarna(0-2),22.4
2013,Luksemburg,ženske,55-64,Sekundarna(3-4),29.1
2013,Luksemburg,ženske,55-64,Terciarna(5-8),54.6
2014,Luksemburg,ženske,55-64,Primarna(0-2),23.7
2014,Luksemburg,ženske,55-64,Sekundarna(3-4),32.2
2014,Luksemburg,ženske,55-64,Terciarna(5-8),54.3
2015,Luksemburg,ženske,55-64,Primarna(0-2),26.5
2015,Luksemburg,ženske,55-64,Sekundarna(3-4),30.6
2015,Luksemburg,ženske,55-64,Terciarna(5-8),51.4
2015,Luksemburg,ženske,55-64,Brez odgovora,33.1
2016,Luksemburg,ženske,55-64,Primarna(0-2),23.4
2016,Luksemburg,ženske,55-64,Sekundarna(3-4),32.4
2016,Luksemburg,ženske,55-64,Terciarna(5-8),47
2016,Luksemburg,ženske,55-64,Brez odgovora,35.9
2017,Luksemburg,ženske,55-64,Primarna(0-2),20
2017,Luksemburg,ženske,55-64,Sekundarna(3-4),34.5
2017,Luksemburg,ženske,55-64,Terciarna(5-8),55.2
2017,Luksemburg,ženske,55-64,Brez odgovora,39.3
2018,Luksemburg,ženske,55-64,Primarna(0-2),25.2
2018,Luksemburg,ženske,55-64,Sekundarna(3-4),35.4
2018,Luksemburg,ženske,55-64,Terciarna(5-8),47.4
2018,Luksemburg,ženske,55-64,Brez odgovora,41.5
2019,Luksemburg,ženske,55-64,Primarna(0-2),28.7
2019,Luksemburg,ženske,55-64,Sekundarna(3-4),30
2019,Luksemburg,ženske,55-64,Terciarna(5-8),57.4
2011,Madžarska,ženske,55-64,Primarna(0-2),19.5
2011,Madžarska,ženske,55-64,Sekundarna(3-4),33
2011,Madžarska,ženske,55-64,Terciarna(5-8),53
2012,Madžarska,ženske,55-64,Primarna(0-2),18.1
2012,Madžarska,ženske,55-64,Sekundarna(3-4),33.7
2012,Madžarska,ženske,55-64,Terciarna(5-8),52.7
2013,Madžarska,ženske,55-64,Primarna(0-2),18.3
2013,Madžarska,ženske,55-64,Sekundarna(3-4),33.1
2013,Madžarska,ženske,55-64,Terciarna(5-8),53.2
2014,Madžarska,ženske,55-64,Primarna(0-2),21.3
2014,Madžarska,ženske,55-64,Sekundarna(3-4),35.6
2014,Madžarska,ženske,55-64,Terciarna(5-8),55.8
2015,Madžarska,ženske,55-64,Primarna(0-2),22
2015,Madžarska,ženske,55-64,Sekundarna(3-4),38.6
2015,Madžarska,ženske,55-64,Terciarna(5-8),58.6
2016,Madžarska,ženske,55-64,Primarna(0-2),26.2
2016,Madžarska,ženske,55-64,Sekundarna(3-4),40.6
2016,Madžarska,ženske,55-64,Terciarna(5-8),66.1
2017,Madžarska,ženske,55-64,Primarna(0-2),29.5
2017,Madžarska,ženske,55-64,Sekundarna(3-4),41.1
2017,Madžarska,ženske,55-64,Terciarna(5-8),64.2
2018,Madžarska,ženske,55-64,Primarna(0-2),30.5
2018,Madžarska,ženske,55-64,Sekundarna(3-4),44.3
2018,Madžarska,ženske,55-64,Terciarna(5-8),64.7
2019,Madžarska,ženske,55-64,Primarna(0-2),30.1
2019,Madžarska,ženske,55-64,Sekundarna(3-4),46.5
2019,Madžarska,ženske,55-64,Terciarna(5-8),63.2
2011,Malta,ženske,55-64,Primarna(0-2),11
2011,Malta,ženske,55-64,Sekundarna(3-4),36.6
2011,Malta,ženske,55-64,Terciarna(5-8),45.2
2012,Malta,ženske,55-64,Primarna(0-2),11.7
2012,Malta,ženske,55-64,Sekundarna(3-4),34.9
2012,Malta,ženske,55-64,Terciarna(5-8),52.9
2013,Malta,ženske,55-64,Primarna(0-2),13.2
2013,Malta,ženske,55-64,Sekundarna(3-4),37.8
2013,Malta,ženske,55-64,Terciarna(5-8),52.8
2014,Malta,ženske,55-64,Primarna(0-2),14.6
2014,Malta,ženske,55-64,Sekundarna(3-4),45.8
2014,Malta,ženske,55-64,Terciarna(5-8),51.7
2015,Malta,ženske,55-64,Primarna(0-2),15
2015,Malta,ženske,55-64,Sekundarna(3-4),49
2015,Malta,ženske,55-64,Terciarna(5-8),58.8
2016,Malta,ženske,55-64,Primarna(0-2),20.5
2016,Malta,ženske,55-64,Sekundarna(3-4),46.6
2016,Malta,ženske,55-64,Terciarna(5-8),63.1
2017,Malta,ženske,55-64,Primarna(0-2),20.9
2017,Malta,ženske,55-64,Sekundarna(3-4),53.1
2017,Malta,ženske,55-64,Terciarna(5-8),74.4
2018,Malta,ženske,55-64,Primarna(0-2),24.5
2018,Malta,ženske,55-64,Sekundarna(3-4),54
2018,Malta,ženske,55-64,Terciarna(5-8),63.2
2019,Malta,ženske,55-64,Primarna(0-2),28.2
2019,Malta,ženske,55-64,Sekundarna(3-4),52.4
2019,Malta,ženske,55-64,Terciarna(5-8),57.6
2011,Nizozemska,ženske,55-64,Primarna(0-2),34.6
2011,Nizozemska,ženske,55-64,Sekundarna(3-4),51
2011,Nizozemska,ženske,55-64,Terciarna(5-8),63.5
2011,Nizozemska,ženske,55-64,Brez odgovora,44.6
2012,Nizozemska,ženske,55-64,Primarna(0-2),37.5
2012,Nizozemska,ženske,55-64,Sekundarna(3-4),51.5
2012,Nizozemska,ženske,55-64,Terciarna(5-8),66.4
2012,Nizozemska,ženske,55-64,Brez odgovora,39.4
2013,Nizozemska,ženske,55-64,Primarna(0-2),36.2
2013,Nizozemska,ženske,55-64,Sekundarna(3-4),54.5
2013,Nizozemska,ženske,55-64,Terciarna(5-8),67.8
2013,Nizozemska,ženske,55-64,Brez odgovora,35.1
2014,Nizozemska,ženske,55-64,Primarna(0-2),36.6
2014,Nizozemska,ženske,55-64,Sekundarna(3-4),55.2
2014,Nizozemska,ženske,55-64,Terciarna(5-8),69.1
2014,Nizozemska,ženske,55-64,Brez odgovora,36.1
2015,Nizozemska,ženske,55-64,Primarna(0-2),38.3
2015,Nizozemska,ženske,55-64,Sekundarna(3-4),57.1
2015,Nizozemska,ženske,55-64,Terciarna(5-8),70
2015,Nizozemska,ženske,55-64,Brez odgovora,43.1
2016,Nizozemska,ženske,55-64,Primarna(0-2),40.1
2016,Nizozemska,ženske,55-64,Sekundarna(3-4),58.7
2016,Nizozemska,ženske,55-64,Terciarna(5-8),71.7
2016,Nizozemska,ženske,55-64,Brez odgovora,41.2
2017,Nizozemska,ženske,55-64,Primarna(0-2),42
2017,Nizozemska,ženske,55-64,Sekundarna(3-4),61.7
2017,Nizozemska,ženske,55-64,Terciarna(5-8),72.2
2017,Nizozemska,ženske,55-64,Brez odgovora,42.7
2018,Nizozemska,ženske,55-64,Primarna(0-2),43.1
2018,Nizozemska,ženske,55-64,Sekundarna(3-4),63.9
2018,Nizozemska,ženske,55-64,Terciarna(5-8),74.1
2018,Nizozemska,ženske,55-64,Brez odgovora,46.3
2019,Nizozemska,ženske,55-64,Primarna(0-2),45.3
2019,Nizozemska,ženske,55-64,Sekundarna(3-4),65.3
2019,Nizozemska,ženske,55-64,Terciarna(5-8),76.4
2019,Nizozemska,ženske,55-64,Brez odgovora,46.6
2011,Avstrija,ženske,55-64,Primarna(0-2),25.4
2011,Avstrija,ženske,55-64,Sekundarna(3-4),31.8
2011,Avstrija,ženske,55-64,Terciarna(5-8),55.9
2012,Avstrija,ženske,55-64,Primarna(0-2),25.4
2012,Avstrija,ženske,55-64,Sekundarna(3-4),32.8
2012,Avstrija,ženske,55-64,Terciarna(5-8),58.9
2013,Avstrija,ženske,55-64,Primarna(0-2),26.6
2013,Avstrija,ženske,55-64,Sekundarna(3-4),34.9
2013,Avstrija,ženske,55-64,Terciarna(5-8),59.4
2014,Avstrija,ženske,55-64,Primarna(0-2),26.3
2014,Avstrija,ženske,55-64,Sekundarna(3-4),34.9
2014,Avstrija,ženske,55-64,Terciarna(5-8),61.7
2015,Avstrija,ženske,55-64,Primarna(0-2),28.2
2015,Avstrija,ženske,55-64,Sekundarna(3-4),37.7
2015,Avstrija,ženske,55-64,Terciarna(5-8),61.6
2016,Avstrija,ženske,55-64,Primarna(0-2),28.5
2016,Avstrija,ženske,55-64,Sekundarna(3-4),39.9
2016,Avstrija,ženske,55-64,Terciarna(5-8),63.2
2017,Avstrija,ženske,55-64,Primarna(0-2),30.4
2017,Avstrija,ženske,55-64,Sekundarna(3-4),41.5
2017,Avstrija,ženske,55-64,Terciarna(5-8),63.6
2018,Avstrija,ženske,55-64,Primarna(0-2),32.6
2018,Avstrija,ženske,55-64,Sekundarna(3-4),44.4
2018,Avstrija,ženske,55-64,Terciarna(5-8),64.7
2019,Avstrija,ženske,55-64,Primarna(0-2),31.9
2019,Avstrija,ženske,55-64,Sekundarna(3-4),45.9
2019,Avstrija,ženske,55-64,Terciarna(5-8),64.6
2011,Poljska,ženske,55-64,Primarna(0-2),16.5
2011,Poljska,ženske,55-64,Sekundarna(3-4),26.1
2011,Poljska,ženske,55-64,Terciarna(5-8),50
2012,Poljska,ženske,55-64,Primarna(0-2),17.1
2012,Poljska,ženske,55-64,Sekundarna(3-4),28.3
2012,Poljska,ženske,55-64,Terciarna(5-8),53
2013,Poljska,ženske,55-64,Primarna(0-2),16.5
2013,Poljska,ženske,55-64,Sekundarna(3-4),30.6
2013,Poljska,ženske,55-64,Terciarna(5-8),53.2
2014,Poljska,ženske,55-64,Primarna(0-2),17.5
2014,Poljska,ženske,55-64,Sekundarna(3-4),31.6
2014,Poljska,ženske,55-64,Terciarna(5-8),57.7
2015,Poljska,ženske,55-64,Primarna(0-2),17.7
2015,Poljska,ženske,55-64,Sekundarna(3-4),34.4
2015,Poljska,ženske,55-64,Terciarna(5-8),59.9
2016,Poljska,ženske,55-64,Primarna(0-2),17.7
2016,Poljska,ženske,55-64,Sekundarna(3-4),36.7
2016,Poljska,ženske,55-64,Terciarna(5-8),61.2
2017,Poljska,ženske,55-64,Primarna(0-2),18.7
2017,Poljska,ženske,55-64,Sekundarna(3-4),37.8
2017,Poljska,ženske,55-64,Terciarna(5-8),62.1
2018,Poljska,ženske,55-64,Primarna(0-2),19.4
2018,Poljska,ženske,55-64,Sekundarna(3-4),36.2
2018,Poljska,ženske,55-64,Terciarna(5-8),64.9
2019,Poljska,ženske,55-64,Primarna(0-2),17.5
2019,Poljska,ženske,55-64,Sekundarna(3-4),35.6
2019,Poljska,ženske,55-64,Terciarna(5-8),66.3
2011,Portugalska,ženske,55-64,Primarna(0-2),40.2
2011,Portugalska,ženske,55-64,Sekundarna(3-4),47.8
2011,Portugalska,ženske,55-64,Terciarna(5-8),52.6
2012,Portugalska,ženske,55-64,Primarna(0-2),39.3
2012,Portugalska,ženske,55-64,Sekundarna(3-4),49.4
2012,Portugalska,ženske,55-64,Terciarna(5-8),56.8
2013,Portugalska,ženske,55-64,Primarna(0-2),37.8
2013,Portugalska,ženske,55-64,Sekundarna(3-4),48.3
2013,Portugalska,ženske,55-64,Terciarna(5-8),55.9
2014,Portugalska,ženske,55-64,Primarna(0-2),38.3
2014,Portugalska,ženske,55-64,Sekundarna(3-4),53.7
2014,Portugalska,ženske,55-64,Terciarna(5-8),55
2015,Portugalska,ženske,55-64,Primarna(0-2),39.5
2015,Portugalska,ženske,55-64,Sekundarna(3-4),56.8
2015,Portugalska,ženske,55-64,Terciarna(5-8),62.8
2016,Portugalska,ženske,55-64,Primarna(0-2),41.6
2016,Portugalska,ženske,55-64,Sekundarna(3-4),54.4
2016,Portugalska,ženske,55-64,Terciarna(5-8),63.6
2017,Portugalska,ženske,55-64,Primarna(0-2),44.3
2017,Portugalska,ženske,55-64,Sekundarna(3-4),62.8
2017,Portugalska,ženske,55-64,Terciarna(5-8),67.9
2018,Portugalska,ženske,55-64,Primarna(0-2),47.5
2018,Portugalska,ženske,55-64,Sekundarna(3-4),67.8
2018,Portugalska,ženske,55-64,Terciarna(5-8),73.5
2019,Portugalska,ženske,55-64,Primarna(0-2),47.5
2019,Portugalska,ženske,55-64,Sekundarna(3-4),66.8
2019,Portugalska,ženske,55-64,Terciarna(5-8),74.8
2011,Romunija,ženske,55-64,Primarna(0-2),35.6
2011,Romunija,ženske,55-64,Sekundarna(3-4),25.9
2011,Romunija,ženske,55-64,Terciarna(5-8),45.8
2012,Romunija,ženske,55-64,Primarna(0-2),36.3
2012,Romunija,ženske,55-64,Sekundarna(3-4),27.3
2012,Romunija,ženske,55-64,Terciarna(5-8),47.4
2013,Romunija,ženske,55-64,Primarna(0-2),35.7
2013,Romunija,ženske,55-64,Sekundarna(3-4),28.1
2013,Romunija,ženske,55-64,Terciarna(5-8),51.6
2014,Romunija,ženske,55-64,Primarna(0-2),35.3
2014,Romunija,ženske,55-64,Sekundarna(3-4),30.1
2014,Romunija,ženske,55-64,Terciarna(5-8),53.6
2015,Romunija,ženske,55-64,Primarna(0-2),29.8
2015,Romunija,ženske,55-64,Sekundarna(3-4),30.5
2015,Romunija,ženske,55-64,Terciarna(5-8),53.5
2016,Romunija,ženske,55-64,Primarna(0-2),29.1
2016,Romunija,ženske,55-64,Sekundarna(3-4),33.2
2016,Romunija,ženske,55-64,Terciarna(5-8),55.6
2017,Romunija,ženske,55-64,Primarna(0-2),29.1
2017,Romunija,ženske,55-64,Sekundarna(3-4),34.8
2017,Romunija,ženske,55-64,Terciarna(5-8),57
2018,Romunija,ženske,55-64,Primarna(0-2),29.2
2018,Romunija,ženske,55-64,Sekundarna(3-4),35.8
2018,Romunija,ženske,55-64,Terciarna(5-8),58.3
2019,Romunija,ženske,55-64,Primarna(0-2),29.1
2019,Romunija,ženske,55-64,Sekundarna(3-4),36.8
2019,Romunija,ženske,55-64,Terciarna(5-8),60
2011,Slovenija,ženske,55-64,Primarna(0-2),18.7
2011,Slovenija,ženske,55-64,Sekundarna(3-4),17.5
2011,Slovenija,ženske,55-64,Terciarna(5-8),46.5
2012,Slovenija,ženske,55-64,Primarna(0-2),18.9
2012,Slovenija,ženske,55-64,Sekundarna(3-4),20.7
2012,Slovenija,ženske,55-64,Terciarna(5-8),48.4
2013,Slovenija,ženske,55-64,Primarna(0-2),17.8
2013,Slovenija,ženske,55-64,Sekundarna(3-4),22
2013,Slovenija,ženske,55-64,Terciarna(5-8),44.9
2014,Slovenija,ženske,55-64,Primarna(0-2),23.4
2014,Slovenija,ženske,55-64,Sekundarna(3-4),25.2
2014,Slovenija,ženske,55-64,Terciarna(5-8),47.4
2015,Slovenija,ženske,55-64,Primarna(0-2),21.1
2015,Slovenija,ženske,55-64,Sekundarna(3-4),27.1
2015,Slovenija,ženske,55-64,Terciarna(5-8),50.1
2016,Slovenija,ženske,55-64,Primarna(0-2),18.3
2016,Slovenija,ženske,55-64,Sekundarna(3-4),29.7
2016,Slovenija,ženske,55-64,Terciarna(5-8),61.1
2017,Slovenija,ženske,55-64,Primarna(0-2),21.3
2017,Slovenija,ženske,55-64,Sekundarna(3-4),34.5
2017,Slovenija,ženske,55-64,Terciarna(5-8),65.4
2018,Slovenija,ženske,55-64,Primarna(0-2),23.9
2018,Slovenija,ženske,55-64,Sekundarna(3-4),38
2018,Slovenija,ženske,55-64,Terciarna(5-8),69.2
2019,Slovenija,ženske,55-64,Primarna(0-2),26.1
2019,Slovenija,ženske,55-64,Sekundarna(3-4),38.9
2019,Slovenija,ženske,55-64,Terciarna(5-8),71.1
2011,Slovaška,ženske,55-64,Primarna(0-2),14.8
2011,Slovaška,ženske,55-64,Sekundarna(3-4),30.9
2011,Slovaška,ženske,55-64,Terciarna(5-8),62.3
2012,Slovaška,ženske,55-64,Primarna(0-2),17.2
2012,Slovaška,ženske,55-64,Sekundarna(3-4),32.9
2012,Slovaška,ženske,55-64,Terciarna(5-8),61.5
2013,Slovaška,ženske,55-64,Primarna(0-2),18.6
2013,Slovaška,ženske,55-64,Sekundarna(3-4),35.7
2013,Slovaška,ženske,55-64,Terciarna(5-8),61.3
2014,Slovaška,ženske,55-64,Primarna(0-2),22.6
2014,Slovaška,ženske,55-64,Sekundarna(3-4),36.4
2014,Slovaška,ženske,55-64,Terciarna(5-8),64.6
2015,Slovaška,ženske,55-64,Primarna(0-2),20.6
2015,Slovaška,ženske,55-64,Sekundarna(3-4),42.2
2015,Slovaška,ženske,55-64,Terciarna(5-8),65.8
