"AGE,""TIME"",""GEO"",""SEX"",""REASON"",""UNIT"",""Value"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""In education or training"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""2.3"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Probationary period"",""Percentage of employees"",""6.8"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""35.6"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""No response"",""Percentage of employees"",""3.0"""
"From 20 to 64 years,""2018"",""Netherlands"",""Females"",""No response"",""Percentage of employees with a temporary job"",""15.9"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Could not find permanent job"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""13.5"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""2.6"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""42.1"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""In education or training"",""Percentage of employees"",""1.5"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""25.3"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Probationary period"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""19.1"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Austria"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Could not find permanent job"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""14.1"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""3.1"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""42.0"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""In education or training"",""Percentage of employees"",""1.9"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""25.4"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Probationary period"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""18.6"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Austria"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Could not find permanent job"",""Percentage of employees"",""12.5"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""54.2"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""5.2"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""22.4"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""In education or training"",""Percentage of employees"",""1.9"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""8.1"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Probationary period"",""Percentage of employees"",""3.5"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""15.2"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Poland"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Could not find permanent job"",""Percentage of employees"",""13.1"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""52.8"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""5.5"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""22.0"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""In education or training"",""Percentage of employees"",""2.5"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""10.1"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Probationary period"",""Percentage of employees"",""3.7"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""15.1"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Poland"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Could not find permanent job"",""Percentage of employees"",""17.4"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""81.6"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""5.9"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""In education or training"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""4.4"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Probationary period"",""Percentage of employees"",""1.7"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""8.2"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Portugal"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Could not find permanent job"",""Percentage of employees"",""18.3"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""84.6"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""4.7"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""In education or training"",""Percentage of employees"",""1.1"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""4.9"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Probationary period"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""5.8"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Portugal"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Could not find permanent job"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""76.1"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Could not find permanent job"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""75.3"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Romania"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""5.7"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""42.3"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""5.7"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""41.9"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""In education or training"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""2.5"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Probationary period"",""Percentage of employees"",""1.8"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""13.4"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2018"",""Slovenia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""6.6"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""40.4"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""7.5"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""46.5"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""In education or training"",""Percentage of employees"",""0.7"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""4.2"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Probationary period"",""Percentage of employees"",""1.4"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""8.9"""
"From 20 to 64 years,""2018"",""Slovenia"",""Females"",""No response"",""Percentage of employees"","":"""
