LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2018,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,73
2018,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2018,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.1
2018,Madžarska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2018,Madžarska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.4
2018,Madžarska,ženske,Poskusna doba,Delež vseh zaposlenih,1
2018,Madžarska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,12.5
2018,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.3
2018,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,33.5
2018,Malta,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2018,Malta,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.2
2018,Malta,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2018,Malta,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.7
2018,Malta,moški,Poskusna doba,Delež vseh zaposlenih,3.2
2018,Malta,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,45.5
2018,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.5
2018,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,43.2
2018,Malta,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.9
2018,Malta,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,23.5
2018,Malta,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2018,Malta,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.8
2018,Malta,ženske,Poskusna doba,Delež vseh zaposlenih,2
2018,Malta,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,24.6
2018,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6
2018,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,37.4
2018,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.9
2018,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11.9
2018,Nizozemska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2018,Nizozemska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2
2018,Nizozemska,moški,Poskusna doba,Delež vseh zaposlenih,5.7
2018,Nizozemska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,35.6
2018,Nizozemska,moški,Ni odgovora,Delež vseh zaposlenih,2.1
2018,Nizozemska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,13.1
2018,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.4
2018,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,33.4
2018,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.5
2018,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.8
2018,Nizozemska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2018,Nizozemska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.3
2018,Nizozemska,ženske,Poskusna doba,Delež vseh zaposlenih,6.8
2018,Nizozemska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,35.6
2018,Nizozemska,ženske,Ni odgovora,Delež vseh zaposlenih,3
2018,Nizozemska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,15.9
2018,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.8
2018,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.5
2018,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.6
2018,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,42.1
2018,Avstrija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.5
2018,Avstrija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,25.3
2018,Avstrija,moški,Poskusna doba,Delež vseh zaposlenih,1.2
2018,Avstrija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,19.1
2018,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.1
2018,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.1
2018,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.1
2018,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,42
2018,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.9
2018,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,25.4
2018,Avstrija,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2018,Avstrija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,18.6
2018,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,12.5
2018,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,54.2
2018,Poljska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5.2
2018,Poljska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,22.4
2018,Poljska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.9
2018,Poljska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.1
2018,Poljska,moški,Poskusna doba,Delež vseh zaposlenih,3.5
2018,Poljska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,15.2
2018,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,13.1
2018,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,52.8
2018,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5.5
2018,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,22
2018,Poljska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.5
2018,Poljska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.1
2018,Poljska,ženske,Poskusna doba,Delež vseh zaposlenih,3.7
2018,Poljska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,15.1
2018,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.4
2018,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.6
2018,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2018,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,5.9
2018,Portugalska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2018,Portugalska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.4
2018,Portugalska,moški,Poskusna doba,Delež vseh zaposlenih,1.7
2018,Portugalska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,8.2
2018,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.3
2018,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,84.6
2018,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2018,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4.7
2018,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2018,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.9
2018,Portugalska,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2018,Portugalska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,5.8
2018,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.9
2018,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76.1
2018,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.7
2018,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75.3
2018,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.7
2018,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,42.3
2018,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5.7
2018,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,41.9
2018,Slovenija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2018,Slovenija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.5
2018,Slovenija,moški,Poskusna doba,Delež vseh zaposlenih,1.8
2018,Slovenija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,13.4
2018,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.6
2018,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,40.4
2018,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,7.5
2018,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,46.5
2018,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2018,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.2
2018,Slovenija,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2018,Slovenija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,8.9
2018,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.6
2018,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,77.9
2018,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2018,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.7
2018,Slovaška,moški,Ni odgovora,Delež vseh zaposlenih,0.4
2018,Slovaška,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,5.3
2018,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.7
2018,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78.6
2018,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2018,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.8
2018,Slovaška,ženske,Ni odgovora,Delež vseh zaposlenih,0.4
2018,Slovaška,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,4.8
2018,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.2
2018,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,68.7
2018,Finska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.6
2018,Finska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.8
2018,Finska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2018,Finska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.4
2018,Finska,moški,Poskusna doba,Delež vseh zaposlenih,0.4
2018,Finska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.4
2018,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,13.8
2018,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75.1
2018,Finska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.7
2018,Finska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20
2018,Finska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2018,Finska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4
2018,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.7
2018,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,53
2018,Švedska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.2
2018,Švedska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,25.6
2018,Švedska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2018,Švedska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.3
2018,Švedska,moški,Poskusna doba,Delež vseh zaposlenih,2.2
2018,Švedska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,17.6
2018,Švedska,moški,Ni odgovora,Delež vseh zaposlenih,0.3
2018,Švedska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,2.6
2018,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.8
2018,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,57.3
2018,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.6
2018,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,29.6
2018,Švedska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.1
2018,Švedska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1
2018,Švedska,ženske,Poskusna doba,Delež vseh zaposlenih,1.5
2018,Švedska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.7
2018,Švedska,ženske,Ni odgovora,Delež vseh zaposlenih,0.4
2018,Švedska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,2.5
2018,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.4
2018,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,36
2018,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2018,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.8
2018,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2018,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11.1
2018,Velika Britanija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2018,Velika Britanija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,5.5
2018,Velika Britanija,moški,Ni odgovora,Delež vseh zaposlenih,1.3
2018,Velika Britanija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,32.7
2018,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.3
2018,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,27.9
2018,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2018,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,23.3
2018,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2018,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.7
2018,Velika Britanija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2018,Velika Britanija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3.7
2018,Velika Britanija,ženske,Ni odgovora,Delež vseh zaposlenih,1.7
2018,Velika Britanija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,36.5
2019,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.6
2019,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75.1
2019,Belgija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.5
2019,Belgija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.5
2019,Belgija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2019,Belgija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.3
2019,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2019,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76.4
2019,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2
2019,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,20.5
2019,Belgija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2019,Belgija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.1
2019,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.3
2019,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,71.6
2019,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2019,Bolgarija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11.6
2019,Bolgarija,moški,Poskusna doba,Delež vseh zaposlenih,0.7
2019,Bolgarija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,14.2
2019,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.7
2019,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,65.6
2019,Bolgarija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2019,Bolgarija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.7
2019,Bolgarija,ženske,Poskusna doba,Delež vseh zaposlenih,0.6
2019,Bolgarija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,14.5
2019,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.5
2019,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56.4
2019,Češka,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2019,Češka,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.1
2019,Češka,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2019,Češka,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.6
2019,Češka,moški,Poskusna doba,Delež vseh zaposlenih,1.3
2019,Češka,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,20.8
2019,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.6
2019,Češka,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,62.6
2019,Češka,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.8
2019,Češka,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,19.7
2019,Češka,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2019,Češka,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.9
2019,Češka,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
