"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 55 to 64 years,""Females"",""2010"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.4"""
"From 55 to 64 years,""Females"",""2010"",""Austria"",""Percentage of total population"",""Active population"",""33.6"""
"From 55 to 64 years,""Females"",""2010"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.0"""
"From 55 to 64 years,""Females"",""2010"",""Poland"",""Percentage of total population"",""Active population"",""25.9"""
"From 55 to 64 years,""Females"",""2010"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.2"""
"From 55 to 64 years,""Females"",""2010"",""Portugal"",""Percentage of total population"",""Active population"",""47.4"""
"From 55 to 64 years,""Females"",""2010"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""43.8"""
"From 55 to 64 years,""Females"",""2010"",""Romania"",""Percentage of total population"",""Active population"",""33.1"""
"From 55 to 64 years,""Females"",""2010"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.6"""
"From 55 to 64 years,""Females"",""2010"",""Slovenia"",""Percentage of total population"",""Active population"",""25.5"""
"From 55 to 64 years,""Females"",""2010"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.5"""
"From 55 to 64 years,""Females"",""2010"",""Slovakia"",""Percentage of total population"",""Active population"",""32.3"""
"From 55 to 64 years,""Females"",""2010"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.7"""
"From 55 to 64 years,""Females"",""2010"",""Finland"",""Percentage of total population"",""Active population"",""60.3"""
"From 55 to 64 years,""Females"",""2010"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.9"""
"From 55 to 64 years,""Females"",""2010"",""Sweden"",""Percentage of total population"",""Active population"",""70.2"""
"From 55 to 64 years,""Females"",""2010"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.9"""
"From 55 to 64 years,""Females"",""2010"",""United Kingdom"",""Percentage of total population"",""Active population"",""51.1"""
"From 55 to 64 years,""Females"",""2010"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.5"""
"From 55 to 64 years,""Females"",""2011"",""Belgium"",""Percentage of total population"",""Active population"",""33.0"""
"From 55 to 64 years,""Females"",""2011"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.6"""
"From 55 to 64 years,""Females"",""2011"",""Bulgaria"",""Percentage of total population"",""Active population"",""42.8"""
"From 55 to 64 years,""Females"",""2011"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""39.4"""
"From 55 to 64 years,""Females"",""2011"",""Czechia"",""Percentage of total population"",""Active population"",""39.4"""
"From 55 to 64 years,""Females"",""2011"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""37.2"""
"From 55 to 64 years,""Females"",""2011"",""Denmark"",""Percentage of total population"",""Active population"",""55.0"""
"From 55 to 64 years,""Females"",""2011"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""52.5"""
"From 55 to 64 years,""Females"",""2011"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""56.8"""
"From 55 to 64 years,""Females"",""2011"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""53.2"""
"From 55 to 64 years,""Females"",""2011"",""Estonia"",""Percentage of total population"",""Active population"",""63.5"""
"From 55 to 64 years,""Females"",""2011"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""57.8"""
"From 55 to 64 years,""Females"",""2011"",""Ireland"",""Percentage of total population"",""Active population"",""46.8"""
"From 55 to 64 years,""Females"",""2011"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""43.4"""
"From 55 to 64 years,""Females"",""2011"",""Greece"",""Percentage of total population"",""Active population"",""29.9"""
"From 55 to 64 years,""Females"",""2011"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.5"""
"From 55 to 64 years,""Females"",""2011"",""Spain"",""Percentage of total population"",""Active population"",""41.8"""
"From 55 to 64 years,""Females"",""2011"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.6"""
"From 55 to 64 years,""Females"",""2011"",""France"",""Percentage of total population"",""Active population"",""41.3"""
"From 55 to 64 years,""Females"",""2011"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""38.9"""
"From 55 to 64 years,""Females"",""2011"",""Croatia"",""Percentage of total population"",""Active population"",""29.6"""
"From 55 to 64 years,""Females"",""2011"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.7"""
"From 55 to 64 years,""Females"",""2011"",""Italy"",""Percentage of total population"",""Active population"",""28.8"""
"From 55 to 64 years,""Females"",""2011"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.1"""
"From 55 to 64 years,""Females"",""2011"",""Cyprus"",""Percentage of total population"",""Active population"",""42.7"""
"From 55 to 64 years,""Females"",""2011"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""40.8"""
"From 55 to 64 years,""Females"",""2011"",""Latvia"",""Percentage of total population"",""Active population"",""57.1"""
"From 55 to 64 years,""Females"",""2011"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.7"""
"From 55 to 64 years,""Females"",""2011"",""Lithuania"",""Percentage of total population"",""Active population"",""53.1"""
"From 55 to 64 years,""Females"",""2011"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.2"""
"From 55 to 64 years,""Females"",""2011"",""Luxembourg"",""Percentage of total population"",""Active population"",""32.1"""
"From 55 to 64 years,""Females"",""2011"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.3"""
"From 55 to 64 years,""Females"",""2011"",""Hungary"",""Percentage of total population"",""Active population"",""34.8"""
"From 55 to 64 years,""Females"",""2011"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.9"""
"From 55 to 64 years,""Females"",""2011"",""Malta"",""Percentage of total population"",""Active population"",""15.6"""
"From 55 to 64 years,""Females"",""2011"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""15.1"""
"From 55 to 64 years,""Females"",""2011"",""Netherlands"",""Percentage of total population"",""Active population"",""48.2"""
"From 55 to 64 years,""Females"",""2011"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.9"""
"From 55 to 64 years,""Females"",""2011"",""Austria"",""Percentage of total population"",""Active population"",""33.0"""
"From 55 to 64 years,""Females"",""2011"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.2"""
"From 55 to 64 years,""Females"",""2011"",""Poland"",""Percentage of total population"",""Active population"",""29.0"""
"From 55 to 64 years,""Females"",""2011"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.2"""
"From 55 to 64 years,""Females"",""2011"",""Portugal"",""Percentage of total population"",""Active population"",""46.4"""
"From 55 to 64 years,""Females"",""2011"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.0"""
"From 55 to 64 years,""Females"",""2011"",""Romania"",""Percentage of total population"",""Active population"",""32.7"""
"From 55 to 64 years,""Females"",""2011"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.2"""
"From 55 to 64 years,""Females"",""2011"",""Slovenia"",""Percentage of total population"",""Active population"",""23.7"""
"From 55 to 64 years,""Females"",""2011"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""22.7"""
"From 55 to 64 years,""Females"",""2011"",""Slovakia"",""Percentage of total population"",""Active population"",""34.6"""
"From 55 to 64 years,""Females"",""2011"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.4"""
"From 55 to 64 years,""Females"",""2011"",""Finland"",""Percentage of total population"",""Active population"",""60.4"""
"From 55 to 64 years,""Females"",""2011"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""57.2"""
"From 55 to 64 years,""Females"",""2011"",""Sweden"",""Percentage of total population"",""Active population"",""72.1"""
"From 55 to 64 years,""Females"",""2011"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.9"""
"From 55 to 64 years,""Females"",""2011"",""United Kingdom"",""Percentage of total population"",""Active population"",""51.3"""
"From 55 to 64 years,""Females"",""2011"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.5"""
"From 55 to 64 years,""Females"",""2012"",""Belgium"",""Percentage of total population"",""Active population"",""34.9"""
"From 55 to 64 years,""Females"",""2012"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.1"""
"From 55 to 64 years,""Females"",""2012"",""Bulgaria"",""Percentage of total population"",""Active population"",""45.5"""
"From 55 to 64 years,""Females"",""2012"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.3"""
"From 55 to 64 years,""Females"",""2012"",""Czechia"",""Percentage of total population"",""Active population"",""41.5"""
