"UNIT,""TIME"",""REASON"",""GEO"",""SEX"",""AGE"",""Value"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Finland"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Sweden"",""Males"",""From 15 to 74 years"",""1.6"""
"Percentage of employees with a temporary job,""2012"",""No response"",""Sweden"",""Females"",""From 15 to 74 years"",""1.6"""
"Percentage of employees with a temporary job,""2012"",""No response"",""United Kingdom"",""Males"",""From 15 to 74 years"",""29.9"""
"Percentage of employees with a temporary job,""2012"",""No response"",""United Kingdom"",""Females"",""From 15 to 74 years"",""31.2"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""77.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""76.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"",""74.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"",""64.5"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""79.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""77.1"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""43.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""55.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""12.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""15.3"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""35.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""23.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""51.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""46.7"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""72.8"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""74.1"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Spain"",""Males"",""From 15 to 74 years"",""83.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Spain"",""Females"",""From 15 to 74 years"",""85.3"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""France"",""Males"",""From 15 to 74 years"",""49.1"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""France"",""Females"",""From 15 to 74 years"",""60.2"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Croatia"",""Males"",""From 15 to 74 years"",""49.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Croatia"",""Females"",""From 15 to 74 years"",""49.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""70.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Italy"",""Females"",""From 15 to 74 years"",""75.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Cyprus"",""Males"",""From 15 to 74 years"",""93.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Cyprus"",""Females"",""From 15 to 74 years"",""95.8"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Latvia"",""Males"",""From 15 to 74 years"",""70.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Latvia"",""Females"",""From 15 to 74 years"",""63.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Lithuania"",""Males"",""From 15 to 74 years"",""65.5"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Lithuania"",""Females"",""From 15 to 74 years"",""61.3"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Luxembourg"",""Males"",""From 15 to 74 years"",""46.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Luxembourg"",""Females"",""From 15 to 74 years"",""48.3"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Hungary"",""Males"",""From 15 to 74 years"",""74.7"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Hungary"",""Females"",""From 15 to 74 years"",""71.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Malta"",""Males"",""From 15 to 74 years"",""45.5"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Malta"",""Females"",""From 15 to 74 years"",""58.7"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Netherlands"",""Males"",""From 15 to 74 years"",""29.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Netherlands"",""Females"",""From 15 to 74 years"",""28.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Austria"",""Males"",""From 15 to 74 years"",""6.5"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Austria"",""Females"",""From 15 to 74 years"",""10.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Poland"",""Males"",""From 15 to 74 years"",""67.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Poland"",""Females"",""From 15 to 74 years"",""65.0"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Portugal"",""Males"",""From 15 to 74 years"",""85.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Portugal"",""Females"",""From 15 to 74 years"",""85.7"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Romania"",""Males"",""From 15 to 74 years"",""87.6"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Romania"",""Females"",""From 15 to 74 years"",""87.4"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Slovenia"",""Males"",""From 15 to 74 years"",""55.2"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Slovenia"",""Females"",""From 15 to 74 years"",""56.2"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Slovakia"",""Males"",""From 15 to 74 years"",""89.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Slovakia"",""Females"",""From 15 to 74 years"",""79.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Finland"",""Males"",""From 15 to 74 years"",""65.8"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Finland"",""Females"",""From 15 to 74 years"",""64.5"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Sweden"",""Males"",""From 15 to 74 years"",""51.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""Sweden"",""Females"",""From 15 to 74 years"",""56.9"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""United Kingdom"",""Males"",""From 15 to 74 years"",""42.7"""
"Percentage of employees with a temporary job,""2013"",""Could not find permanent job"",""United Kingdom"",""Females"",""From 15 to 74 years"",""34.0"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Belgium"",""Males"",""From 15 to 74 years"",""16.2"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Belgium"",""Females"",""From 15 to 74 years"",""18.7"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Bulgaria"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Bulgaria"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Czechia"",""Males"",""From 15 to 74 years"",""20.1"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Czechia"",""Females"",""From 15 to 74 years"",""22.2"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Denmark"",""Males"",""From 15 to 74 years"",""10.4"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Denmark"",""Females"",""From 15 to 74 years"",""10.8"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Males"",""From 15 to 74 years"",""2.5"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Germany (until 1990 former territory of the FRG)"",""Females"",""From 15 to 74 years"",""2.5"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Estonia"",""Males"",""From 15 to 74 years"",""12.4"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Estonia"",""Females"",""From 15 to 74 years"",""16.2"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Ireland"",""Males"",""From 15 to 74 years"",""14.2"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Ireland"",""Females"",""From 15 to 74 years"",""17.2"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Greece"",""Males"",""From 15 to 74 years"",""1.4"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Greece"",""Females"",""From 15 to 74 years"",""2.3"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Spain"",""Males"",""From 15 to 74 years"",""3.4"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Spain"",""Females"",""From 15 to 74 years"",""2.8"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""France"",""Males"",""From 15 to 74 years"",""20.5"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""France"",""Females"",""From 15 to 74 years"",""16.0"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Croatia"",""Males"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Croatia"",""Females"",""From 15 to 74 years"","":"""
"Percentage of employees with a temporary job,""2013"",""Did not want a permanent job"",""Italy"",""Males"",""From 15 to 74 years"",""3.0"""
